"1.產品代號","2.產品名稱","3.產品名稱延長(次品名)","4.平均成本","5.銷售單價一","6.銷售單價二","7.銷售單價三","8.銷售單價四","9.最低售價","10.建議售價","11.備註","12.固定安全量","13.安全量是否自動計算","14.安全量自動計算天數","15.採購系數","16.自動安全量","17.是否依安全量採購","18.安全量採購倍數","19.列入自動轉採購","20.驗貨列出","21.撿貨單列出","22.EAN13碼","23.Code128","24.外部碼","25.顏色","26.尺寸","27.供應廠商代號","28.預估成本","評估成本單價","29.產地國別","30.保存期限天數","31.即期品","32.到期通知天數","33.數量為零自動下架","34.若有下採購單自動上架","35.持續上架","36.停止上架","37.第一次進貨自動上架","38.促銷品","39.不允許客戶下架","40.上架日期區間起","41.上架日期區間迄","42.通知採購1","43.通知採購2","44.通知採購3","45.通知採購4","46.所有數字按照比例升降","47.每層的銷售單價1","48.每層的銷售單價2","49.每層的銷售單價3","50.每層的銷售單價4","51.本產品只上經銷商網站(B2B)","52.店長推薦","53.簡要說明1","54.簡要說明2","55.簡要說明3","56.網路建議售價","57.建立日期","58.缺貨到貨天數","59.網路最低價","60.相同類別排序為前","61.預定到貨日期","62.網站顯示實際庫存","63.預購日期區間起","64.預購日期區間迄","65.促銷數量","66.促銷品金額","67.促銷敘述","68.B品區數量","69.B品售價","70.B品敘述","71.經銷商特價","72.經銷商特價有效日期區間起","73.經銷商特價有效日期區間訖","74.網路特價","75.網路特價有效日期區間起","76.網路特價有效日期區間訖","77.促銷日期/紅利可調整倍數","78.促銷日期結束然後調回幾倍","79.促銷日期有效日期區間起","80.促銷日期有效日期區間訖","81.POS特價(含稅)","82.POS特價日期起","83.POS特價日期迄","84.進貨預設分倉","85.銷貨預設分倉","86.發票明細名稱","87.溫層代號 0:常溫1:冷藏2:冷凍","88.稅別 1:應稅2:零稅3:免稅","89.單品重量(公斤)","90.單品體積(長)cm","91.單品體積(寬)cm","92.單品體積(高)cm","93.包裝重量(公斤)","94.包裝體積(長)cm","95.包裝體積(寬)cm","96.包裝體積(高)cm","97.成箱重量(公斤)","98.成箱體積(長)cm","99.成箱體積(寬)cm","100.成箱體積(高)cm","101.最低訂購量","102.包裝數量","103.裝箱數量","104.列入批次轉出貨","105.關稅","106.API庫存同步-YAHOO購物中心","107.API庫存同步-YAHOO超級商城","108.API庫存同步-MOMO購物中心","109.API庫存同步-MOMO摩天商城","110.API庫存同步-91APP","111.採購連結","112.新品異動日期(民國年/月/日)","113.允許子件變更","114.商品採購備註","115.類別代碼蝦皮","116.類別代碼露天","117.類別代碼Yahoo拍賣","海關編碼(英數11碼)","內部備註","材質","包裝方式","庫存總數量"
="009641",(日版)監獄吉伊-吉伊卡哇好朋友們4代,,"94.615384615384","200","190","0","0","0","200",,"0","1","15","0","0","0","1","1","1","1",,="009641",,,,="24","0","94.615384615384",,"0","0","0","0","0","1","0","0","0","1",,,,,,,"0","0","0","0","0","0","0",,,,"0",,"1","0","10",,"1","","","0","0",,"0","0",,"0",,,"0",,,"0","0",,,"0",,,,,,"0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","1","1","1","0","0","0","0","0","0",,114.01.25,"0",,,,,,,,,"0"
="009642",(日版)監獄小八-吉伊卡哇好朋友們4代,,"97.82051282051","200","190","0","0","0","200",,"0","1","15","0","0","0","1","1","1","1",,="009642",,,,="24","0","97.82051282051",,"0","0","0","0","0","1","0","0","0","1",,,,,,,"0","0","0","0","0","0","0",,,,"0",,"1","0","10",,"1","","","0","0",,"0","0",,"0",,,"0",,,"0","0",,,"0",,,,,,"0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","1","1","1","0","0","0","0","0","0",,114.01.25,"0",,,,,,,,,"0"
="009643",(日版)監獄兔兔-吉伊卡哇好朋友們4代,,"100","400","380","0","0","0","400",,"0","1","15","0","0","0","1","1","1","1",,="009643",,,,="24","0","100",,"0","0","0","0","0","1","0","0","0","1",,,,,,,"0","0","0","0","0","0","0",,,,"0",,"1","0","10",,"1","","","0","0",,"0","0",,"0",,,"0",,,"0","0",,,"0",,,,,,"0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","1","1","1","0","0","0","0","0","0",,114.01.25,"0",,,,,,,,,"0"
="009644",(二手)最後的信仰THE LAST FAITH(中)#1,,"100","500","450","0","0","0","500",,"0","1","15","0","0","0","1","1","1","1",,="009644",,,,,"0","100",,"0","0","0","0","0","1","0","0","0","1",,,,,,,"0","0","0","0","0","0","0",,,,"0",,"1","0","10",,"1","","","0","0",,"0","0",,"0",,,"0",,,"0","0",,,"0",,,,,,"0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","1","1","1","0","0","0","0","0","0",,114.01.26,"0",,,,,,,,,"0"
="009645",(二手)NS MotoGP24(中)#3 無線上模式,,"600","900","850","0","0","0","900",,"0","1","15","0","0","0","1","1","1","1",,="009645",,,,="15","0","600",,"0","0","0","0","0","1","0","0","0","1",,,,,,,"0","0","0","0","0","0","0",,,,"0",,"1","0","10",,"1","","","0","0",,"0","0",,"0",,,"0",,,"0","0",,,"0",,,,,,"0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","1","1","1","0","0","0","0","0","0",,114.01.26,"0",,,,,,,,,"0"
="009646",費倫-從前時光葬送的芙莉蓮 Yumemirize,,"414.8","690","640","0","0","0","690",,"0","1","15","0","0","0","1","1","1","1",,="009646",,,,="35","0","414.8",,"0","0","0","0","0","1","0","0","0","1",,,,,,,"0","0","0","0","0","0","0",,,,"0",,"1","0","10",,"1","","","0","0",,"0","0",,"0",,,"0",,,"0","0",,,"0",,,,,,"0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","1","1","1","0","0","0","0","0","0",,114.01.26,"0",,,,,,,,,"0"
="009647",(景品)芙莉蓮-從前時光葬送的芙莉蓮 Yumemirize,,"400","590","570","0","0","0","590",,"0","1","15","0","0","0","1","1","1","1",,="009647",,,,="41","0","400",,"0","0","0","0","0","1","0","0","0","1",,,,,,,"0","0","0","0","0","0","0",,,,"0",,"1","0","10",,"1","","","0","0",,"0","0",,"0",,,"0",,,"0","0",,,"0",,,,,,"0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","1","1","1","0","0","0","0","0","0",,114.01.26,"0",,,,,,,,,"0"
="009648",有馬佳奈-我推的孩子 PM 坐姿公仔－排練中,,"396.8","590","540","0","0","0","590",,"0","1","15","0","0","0","1","1","1","1",,="009648",,,,="35","0","396.8",,"0","0","0","0","0","1","0","0","0","1",,,,,,,"0","0","0","0","0","0","0",,,,"0",,"1","0","10",,"1","","","0","0",,"0","0",,"0",,,"0",,,"0","0",,,"0",,,,,,"0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","1","1","1","0","0","0","0","0","0",,114.01.26,"0",,,,,,,,,"0"
="009649",(景品)黑川茜-我推的孩子 PM坐姿公仔－排練中,,"252","490","490","0","0","0","490",,"0","1","15","0","0","0","1","1","1","1",,="009649",,,,="41","0","252",,"0","0","0","0","0","1","0","0","0","1",,,,,,,"0","0","0","0","0","0","0",,,,"0",,"1","0","10",,"1","","","0","0",,"0","0",,"0",,,"0",,,"0","0",,,"0",,,,,,"0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","1","1","1","0","0","0","0","0","0",,114.01.26,"0",,,,,,,,,"0"
="009650",艾莉洋裝ver.2-不時輕聲地以俄語遮羞的鄰座艾莉同學 Luminasta,,"414.8","690","640","0","0","0","690",,"0","1","15","0","0","0","1","1","1","1",,="009650",,,,="35","0","414.8",,"0","0","0","0","0","1","0","0","0","1",,,,,,,"0","0","0","0","0","0","0",,,,"0",,"1","0","10",,"1","","","0","0",,"0","0",,"0",,,"0",,,"0","0",,,"0",,,,,,"0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","1","1","1","0","0","0","0","0","0",,114.01.26,"0",,,,,,,,,"0"
="009651",(動漫週邊)(日版)迷宮飯VOL.3徽章,,"94","160","150","0","0","0","160",,"0","1","15","0","0","0","1","1","1","1",,="009651",,,,="32","0","94",,"0","0","0","0","0","1","0","0","0","1",,,,,,,"0","0","0","0","0","0","0",,,,"0",,"1","0","10",,"1","","","0","0",,"0","0",,"0",,,"0",,,"0","0",,,"0",,,,,,"0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","1","1","1","0","0","0","0","0","0",,114.01.26,"0",,,,,,,,,"0"
="009652",(動漫週邊)(日版)葬送的芙莉蓮底片透卡,,"64","99","94","0","0","0","99",,"0","1","15","0","0","0","1","1","1","1",,="009652",,,,="32","0","64",,"0","0","0","0","0","1","0","0","0","1",,,,,,,"0","0","0","0","0","0","0",,,,"0",,"1","0","10",,"1","","","0","0",,"0","0",,"0",,,"0",,,"0","0",,,"0",,,,,,"0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","1","1","1","0","0","0","0","0","0",,114.01.26,"0",,,,,,,,,"0"
="009653",(動漫週邊)(日版)迷宮飯VOL.3壓克力吊飾,,"140","250","230","0","0","0","250",,"0","1","15","0","0","0","1","1","1","1",,="009653",,,,="32","0","140",,"0","0","0","0","0","1","0","0","0","1",,,,,,,"0","0","0","0","0","0","0",,,,"0",,"1","0","10",,"1","","","0","0",,"0","0",,"0",,,"0",,,"0","0",,,"0",,,,,,"0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","1","1","1","0","0","0","0","0","0",,114.01.26,"0",,,,,,,,,"0"
="009654",(二手)PS4 創之軌跡(中)#0.5,,"50","500","450","0","0","0","500",,"0","1","15","0","0","0","1","1","1","1",,="009654",,,,="15","0","50",,"0","0","0","0","0","1","0","0","0","1",,,,,,,"0","0","0","0","0","0","0",,,,"0",,"1","0","10",,"1","","","0","0",,"0","0",,"0",,,"0",,,"0","0",,,"0",,,,,,"0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","1","1","1","0","0","0","0","0","0",,114.01.26,"0",,,,,,,,,"0"
="009655",(二手)PS4 天命2(中)#0.5,,"50","150","100","0","0","0","150",,"0","1","15","0","0","0","1","1","1","1",,="009655",,,,="15","0","50",,"0","0","0","0","0","1","0","0","0","1",,,,,,,"0","0","0","0","0","0","0",,,,"0",,"1","0","10",,"1","","","0","0",,"0","0",,"0",,,"0",,,"0","0",,,"0",,,,,,"0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","1","1","1","0","0","0","0","0","0",,114.01.26,"0",,,,,,,,,"0"
="009656",(二手)PS4 刺客教條:梟雄(中)#0.5,,"50","400","350","0","0","0","400",,"0","1","15","0","0","0","1","1","1","1",,="009656",,,,="15","0","50",,"0","0","0","0","0","1","0","0","0","1",,,,,,,"0","0","0","0","0","0","0",,,,"0",,"1","0","10",,"1","","","0","0",,"0","0",,"0",,,"0",,,"0","0",,,"0",,,,,,"0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","1","1","1","0","0","0","0","0","0",,114.01.26,"0",,,,,,,,,"0"
="009657",(二手)NS 咚奇剛 歸來HD(中)#6,,"562.7777777778","1100","1050","0","0","0","1100",,"0","1","15","0","0","0","1","1","1","1",,="009657",,,,="15","0","562.7777777778",,"0","0","0","0","0","1","0","0","0","1",,,,,,,"0","0","0","0","0","0","0",,,,"0",,"1","0","10",,"1","","","0","0",,"0","0",,"0",,,"0",,,"0","0",,,"0",,,,,,"0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","1","1","1","0","0","0","0","0","0",,114.01.27,"0",,,,,,,,,"1"
="009658",(盲盒)Totoro歲月守護者植絨,,"80","180","170","0","0","0","180",,"0","1","15","0","0","0","1","1","1","1",,="009658",,,,="34","0","80",,"0","0","0","0","0","1","0","0","0","1",,,,,,,"0","0","0","0","0","0","0",,,,"0",,"1","0","10",,"1","","","0","0",,"0","0",,"0",,,"0",,,"0","0",,,"0",,,,,,"0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","1","1","1","0","0","0","0","0","0",,114.01.28,"0",,,,,,,,,"7"
="009659",第1彈背包-吉伊卡哇大毛絨掛件盲盒,,"157.931034482759","200","190","0","0","0","200",,"0","1","15","0","0","0","1","1","1","1",,="009659",,,,="24","0","157.931034482759",,"0","0","0","0","0","1","0","0","0","1",,,,,,,"0","0","0","0","0","0","0",,,,"0",,"1","0","10",,"1","","","0","0",,"0","0",,"0",,,"0",,,"0","0",,,"0",,,,,,"0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","1","1","1","0","0","0","0","0","0",,114.01.28,"0",,,,,,,,,"0"
="009660",(二手)NS 勇者鬥惡龍3重製版(中)#5,,"466.6666666667","1300","1250","0","0","0","1300",,"0","1","15","0","0","0","1","1","1","1",,="009660",,,,="15","0","466.6666666667",,"0","0","0","0","0","1","0","0","0","1",,,,,,,"0","0","0","0","0","0","0",,,,"0",,"1","0","10",,"1","","","0","0",,"0","0",,"0",,,"0",,,"0","0",,,"0",,,,,,"0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","1","1","1","0","0","0","0","0","0",,114.01.28,"0",,,,,,,,,"2"
="009661",(一番賞)航海王:邁向偉大的航道(4店)(雷神),,"237.77","9999","9999","0","0","0","9999",,"0","1","15","0","0","0","1","1","1","1",,="009661",,,,="32","0","237.77",,"0","0","0","0","0","1","0","0","0","1",,,,,,,"0","0","0","0","0","0","0",,,,"0",,"1","0","10",,"1","","","0","0",,"0","0",,"0",,,"0",,,"0","0",,,"0",,,,,,"0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","1","1","1","0","0","0","0","0","0",,114.01.28,"0",,,,,,,,,"0"
="009662",(二手)父礙：碎瓷 Remothered broken#0.5,,"50","200","150","0","0","0","200",,"0","1","15","0","0","0","1","1","1","1",,="009662",,,,="15","0","50",,"0","0","0","0","0","1","0","0","0","1",,,,,,,"0","0","0","0","0","0","0",,,,"0",,"1","0","10",,"1","","","0","0",,"0","0",,"0",,,"0",,,"0","0",,,"0",,,,,,"0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","1","1","1","0","0","0","0","0","0",,114.01.29,"0",,,,,,,,,"0"
="009663",(日版)日向-排球少年徽章 垃圾場的決鬥 第一彈,,"70","130","130","0","0","0","130",,"0","1","15","0","0","0","1","1","1","1",,="009663",,,,="32","0","70",,"0","0","0","0","0","1","0","0","0","1",,,,,,,"0","0","0","0","0","0","0",,,,"0",,"1","0","10",,"1","","","0","0",,"0","0",,"0",,,"0",,,"0","0",,,"0",,,,,,"0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","1","1","1","0","0","0","0","0","0",,114.01.30,"0",,,,,,,,,"0"
="009664",(日版)影山-排球少年徽章 垃圾場的決鬥 第一彈,,"70","130","130","0","0","0","130",,"0","1","15","0","0","0","1","1","1","1",,="009664",,,,="32","0","70",,"0","0","0","0","0","1","0","0","0","1",,,,,,,"0","0","0","0","0","0","0",,,,"0",,"1","0","10",,"1","","","0","0",,"0","0",,"0",,,"0",,,"0","0",,,"0",,,,,,"0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","1","1","1","0","0","0","0","0","0",,114.01.30,"0",,,,,,,,,"0"
="009665",(日版)月島-排球少年徽章 垃圾場的決鬥 第一彈,,"70","80","75","0","0","0","80",,"0","1","15","0","0","0","1","1","1","1",,="009665",,,,="32","0","70",,"0","0","0","0","0","1","0","0","0","1",,,,,,,"0","0","0","0","0","0","0",,,,"0",,"1","0","10",,"1","","","0","0",,"0","0",,"0",,,"0",,,"0","0",,,"0",,,,,,"0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","1","1","1","0","0","0","0","0","0",,114.01.30,"0",,,,,,,,,"0"
="009666",(日版)山口-排球少年徽章 垃圾場的決鬥 第一彈,,"70","30","30","0","0","0","30",,"0","1","15","0","0","0","1","1","1","1",,="009666",,,,="32","0","70",,"0","0","0","0","0","1","0","0","0","1",,,,,,,"0","0","0","0","0","0","0",,,,"0",,"1","0","10",,"1","","","0","0",,"0","0",,"0",,,"0",,,"0","0",,,"0",,,,,,"0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","1","1","1","0","0","0","0","0","0",,114.01.30,"0",,,,,,,,,"2"
="009667",(日版)孤爪-排球少年徽章 垃圾場的決鬥 第一彈,,"70","150","0","0","0","0","150",,"0","1","15","0","0","0","1","1","1","1",,="009667",,,,="32","0","70",,"0","0","0","0","0","1","0","0","0","1",,,,,,,"0","0","0","0","0","0","0",,,,"0",,"1","0","10",,"1","","","0","0",,"0","0",,"0",,,"0",,,"0","0",,,"0",,,,,,"0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","1","1","1","0","0","0","0","0","0",,114.01.30,"0",,,,,,,,,"0"
="009668",(日版)灰羽-排球少年徽章 垃圾場的決鬥 第一彈,,"70","50","50","0","0","0","50",,"0","1","15","0","0","0","1","1","1","1",,="009668",,,,="32","0","70",,"0","0","0","0","0","1","0","0","0","1",,,,,,,"0","0","0","0","0","0","0",,,,"0",,"1","0","10",,"1","","","0","0",,"0","0",,"0",,,"0",,,"0","0",,,"0",,,,,,"0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","1","1","1","0","0","0","0","0","0",,114.01.30,"0",,,,,,,,,"0"
="009669",(日版)山本-排球少年徽章 垃圾場的決鬥 第一彈,,"70","40","40","0","0","0","40",,"0","1","15","0","0","0","1","1","1","1",,="009669",,,,="32","0","70",,"0","0","0","0","0","1","0","0","0","1",,,,,,,"0","0","0","0","0","0","0",,,,"0",,"1","0","10",,"1","","","0","0",,"0","0",,"0",,,"0",,,"0","0",,,"0",,,,,,"0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","1","1","1","0","0","0","0","0","0",,114.01.30,"0",,,,,,,,,"2"
="009670",(日版)福永-排球少年徽章 垃圾場的決鬥 第一彈,,"70","50","45","0","0","0","50",,"0","1","15","0","0","0","1","1","1","1",,="009670",,,,="32","0","70",,"0","0","0","0","0","1","0","0","0","1",,,,,,,"0","0","0","0","0","0","0",,,,"0",,"1","0","10",,"1","","","0","0",,"0","0",,"0",,,"0",,,"0","0",,,"0",,,,,,"0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","1","1","1","0","0","0","0","0","0",,114.01.30,"0",,,,,,,,,"0"
="009671",(日版)犬岡-排球少年徽章 垃圾場的決鬥 第一彈,,"70","30","30","0","0","0","30",,"0","1","15","0","0","0","1","1","1","1",,="009671",,,,="32","0","70",,"0","0","0","0","0","1","0","0","0","1",,,,,,,"0","0","0","0","0","0","0",,,,"0",,"1","0","10",,"1","","","0","0",,"0","0",,"0",,,"0",,,"0","0",,,"0",,,,,,"0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","1","1","1","0","0","0","0","0","0",,114.01.30,"0",,,,,,,,,"2"
="009672",(二手)健身拳擊3#4,,"400","1100","1050","0","0","0","1100",,"0","1","15","0","0","0","1","1","1","1",,="009672",,,,="15","0","400",,"0","0","0","0","0","1","0","0","0","1",,,,,,,"0","0","0","0","0","0","0",,,,"0",,"1","0","10",,"1","","","0","0",,"0","0",,"0",,,"0",,,"0","0",,,"0",,,,,,"0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","1","1","1","0","0","0","0","0","0",,114.01.31,"0",,,,,,,,,"0"
="009673",(二手)狙擊菁英V2(中)#1,,"100","600","550","0","0","0","600",,"0","1","15","0","0","0","1","1","1","1",,="009673",,,,="15","0","100",,"0","0","0","0","0","1","0","0","0","1",,,,,,,"0","0","0","0","0","0","0",,,,"0",,"1","0","10",,"1","","","0","0",,"0","0",,"0",,,"0",,,"0","0",,,"0",,,,,,"0","3","0","0","0","0","0","0","0","0","0","0","0","0","0","1","1","1","0","0","0","0","0","0",,114.01.31,"0",,,,,,,,,"0"
="009674",(二手)霧都吸血鬼VAMPYR(中)#0.5,,"50","400","350","0","0","0","400",,"0","1","15","0","0","0","1","1","1","1",,="009674",,,,="15","0","50",,"0","0","0","0","0","1","0","0","0","1",,,,,,,"0","0","0","0","0","0","0",,,,"0",,"1","0","10",,"1","","","0","0",,"0","0",,"0",,,"0",,,"0","0",,,"0",,,,,,"0","3","0","0","0","0","0","0","0","0","0","0","0","0","0","1","1","1","0","0","0","0","0","0",,114.01.31,"0",,,,,,,,,"0"
="009675",(二手)NS戰鎚 40K：射擊、血、TEEF(中)#4,,"400","800","750","0","0","0","800",,"0","1","15","0","0","0","1","1","1","1",,="009675",,,,="15","0","400",,"0","0","0","0","0","1","0","0","0","1",,,,,,,"0","0","0","0","0","0","0",,,,"0",,"1","0","10",,"1","","","0","0",,"0","0",,"0",,,"0",,,"0","0",,,"0",,,,,,"0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","1","1","1","0","0","0","0","0","0",,114.02.01,"0",,,,,,,,,"0"
="009676",(二手)NS 實況野球2024-2025(日)#5,,"500","1550","1500","0","0","0","1550",,"0","1","15","0","0","0","1","1","1","1",,="009676",,,,="15","0","500",,"0","0","0","0","0","1","0","0","0","1",,,,,,,"0","0","0","0","0","0","0",,,,"0",,"1","0","10",,"1","","","0","0",,"0","0",,"0",,,"0",,,"0","0",,,"0",,,,,,"0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","1","1","1","0","0","0","0","0","0",,114.02.01,"0",,,,,,,,,"1"
="009677",(二手)NS模擬建造4(選中)#2,,"200","700","650","0","0","0","700",,"0","1","15","0","0","0","1","1","1","1",,="009677",,,,="15","0","200",,"0","0","0","0","0","1","0","0","0","1",,,,,,,"0","0","0","0","0","0","0",,,,"0",,"1","0","10",,"1","","","0","0",,"0","0",,"0",,,"0",,,"0","0",,,"0",,,,,,"0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","1","1","1","0","0","0","0","0","0",,114.02.02,"0",,,,,,,,,"0"
="009678",(二手)PS4 黑相集:灰冥界(中)#0.5,,"50","400","350","0","0","0","400",,"0","1","15","0","0","0","1","1","1","1",,="009678",,,,="15","0","50",,"0","0","0","0","0","1","0","0","0","1",,,,,,,"0","0","0","0","0","0","0",,,,"0",,"1","0","10",,"1","","","0","0",,"0","0",,"0",,,"0",,,"0","0",,,"0",,,,,,"0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","1","1","1","0","0","0","0","0","0",,114.02.02,"0",,,,,,,,,"0"
="009679",(二手)PS4 卡利斯托協議(簡中)#0.5,,"50","300","250","0","0","0","300",,"0","1","15","0","0","0","1","1","1","1",,="009679",,,,="15","0","50",,"0","0","0","0","0","1","0","0","0","1",,,,,,,"0","0","0","0","0","0","0",,,,"0",,"1","0","10",,"1","","","0","0",,"0","0",,"0",,,"0",,,"0","0",,,"0",,,,,,"0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","1","1","1","0","0","0","0","0","0",,114.02.02,"0",,,,,,,,,"0"
="009680",(一番賞)《吉伊卡哇》～大家一起吃拉麵～(3店),,"232","9999","9999","0","0","0","9999",,"0","1","15","0","0","0","1","1","1","1",,="009680",,,,="32","0","232",,"0","0","0","0","0","1","0","0","0","1",,,,,,,"0","0","0","0","0","0","0",,,,"0",,"1","0","10",,"1","","","0","0",,"0","0",,"0",,,"0",,,"0","0",,,"0",,,,,,"0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","1","1","1","0","0","0","0","0","0",,114.02.04,"0",,,,,,,,,"0"
="009681",(萌粒)小熊蟲快樂粒粒,,"200","260","255","0","0","0","260",,"0","1","15","0","0","0","1","1","1","1",,="009681",,,,="24","0","200",,"0","0","0","0","0","1","0","0","0","1",,,,,,,"0","0","0","0","0","0","0",,,,"0",,"1","0","10",,"1","","","0","0",,"0","0",,"0",,,"0",,,"0","0",,,"0",,,,,,"0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","1","1","1","0","0","0","0","0","0",,114.02.04,"0",,,,,,,,,"33"
="009682",變種吉娃娃一代,,"90","170","160","0","0","0","170",,"0","1","15","0","0","0","1","1","1","1",,="009682",,,,="24","0","90",,"0","0","0","0","0","1","0","0","0","1",,,,,,,"0","0","0","0","0","0","0",,,,"0",,"1","0","10",,"1","","","0","0",,"0","0",,"0",,,"0",,,"0","0",,,"0",,,,,,"0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","1","1","1","0","0","0","0","0","0",,114.02.04,"0",,,,,,,,,"0"
="009683",福部屋愛心熊坐姿,,"300","320","320","0","0","0","320",,"0","1","15","0","0","0","1","1","1","1",,="009683",,,,="24","0","300",,"0","0","0","0","0","1","0","0","0","1",,,,,,,"0","0","0","0","0","0","0",,,,"0",,"1","0","10",,"1","","","0","0",,"0","0",,"0",,,"0",,,"0","0",,,"0",,,,,,"0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","1","1","1","0","0","0","0","0","0",,114.02.04,"0",,,,,,,,,"5"
="009684",(日版)萬代(藍)卡包-吉伊卡哇,,"45.022099","59","54","0","0","0","59",,"0","1","15","0","0","0","1","1","1","1",,="009684",,,,="03","0","45.022099",,"0","0","0","0","0","1","0","0","0","1",,,,,,,"0","0","0","0","0","0","0",,,,"0",,"1","0","10",,"1","","","0","0",,"0","0",,"0",,,"0",,,"0","0",,,"0",,,,,,"0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","1","1","1","0","0","0","0","0","0",,114.02.04,"0",,,,,,,,,"0"
="009685",(P助)卡娜赫拉美食探險家,,"338","400","400","0","0","0","400",,"0","1","15","0","0","0","1","1","1","1",,="009685",,,,="38","0","338",,"0","0","0","0","0","1","0","0","0","1",,,,,,,"0","0","0","0","0","0","0",,,,"0",,"1","0","10",,"1","","","0","0",,"0","0",,"0",,,"0",,,"0","0",,,"0",,,,,,"0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","1","1","1","0","0","0","0","0","0",,114.02.04,"0",,,,,,,,,"0"
="009686",(兔兔)卡娜赫拉美食探險家,,"338","400","400","0","0","0","400",,"0","1","15","0","0","0","1","1","1","1",,="009686",,,,="38","0","338",,"0","0","0","0","0","1","0","0","0","1",,,,,,,"0","0","0","0","0","0","0",,,,"0",,"1","0","10",,"1","","","0","0",,"0","0",,"0",,,"0",,,"0","0",,,"0",,,,,,"0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","1","1","1","0","0","0","0","0","0",,114.02.04,"0",,,,,,,,,"1"
="009687",卡娜赫拉的小動物緣起物,,"196","280","260","0","0","0","280",,"0","1","15","0","0","0","1","1","1","1",,="009687",,,,="38","0","196",,"0","0","0","0","0","1","0","0","0","1",,,,,,,"0","0","0","0","0","0","0",,,,"0",,"1","0","10",,"1","","","0","0",,"0","0",,"0",,,"0",,,"0","0",,,"0",,,,,,"0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","1","1","1","0","0","0","0","0","0",,114.02.04,"0",,,,,,,,,"0"
="009688",廢料,,"2075","2440","2390","0","0","0","2440",,"0","1","15","0","0","0","1","1","1","1",,="009688",,,,="07","0","2075",,"0","0","0","0","0","1","0","0","0","1",,,,,,,"0","0","0","0","0","0","0",,,,"0",,"1","0","10",,"1","","","0","0",,"0","0",,"0",,,"0",,,"0","0",,,"0",,,,,,"0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","1","1","1","0","0","0","0","0","0",,114.02.05,"0",,,,,,,,,"0"
="009689",#(富雷訊)PS5手把水晶殼(P801),,"185.85","250","225","0","0","0","250",,"0","1","15","0","0","0","1","1","1","1",,="009689",,,,="14","0","185.85",,"0","0","0","0","0","1","0","0","0","1",,,,,,,"0","0","0","0","0","0","0",,,,"0",,"1","0","10",,"1","","","0","0",,"0","0",,"0",,,"0",,,"0","0",,,"0",,,,,,"0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","1","1","1","0","0","0","0","0","0",,114.02.06,"0",,,,,,,,,"5"
