"1.產品代號","2.產品名稱","3.產品名稱延長(次品名)","4.平均成本","5.銷售單價一","6.銷售單價二","7.銷售單價三","8.銷售單價四","9.最低售價","10.建議售價","11.備註","12.固定安全量","13.安全量是否自動計算","14.安全量自動計算天數","15.採購系數","16.自動安全量","17.是否依安全量採購","18.安全量採購倍數","19.列入自動轉採購","20.驗貨列出","21.撿貨單列出","22.EAN13碼","23.Code128","24.外部碼","25.顏色","26.尺寸","27.供應廠商代號","28.預估成本","評估成本單價","29.產地國別","30.保存期限天數","31.即期品","32.到期通知天數","33.數量為零自動下架","34.若有下採購單自動上架","35.持續上架","36.停止上架","37.第一次進貨自動上架","38.促銷品","39.不允許客戶下架","40.上架日期區間起","41.上架日期區間迄","42.通知採購1","43.通知採購2","44.通知採購3","45.通知採購4","46.所有數字按照比例升降","47.每層的銷售單價1","48.每層的銷售單價2","49.每層的銷售單價3","50.每層的銷售單價4","51.本產品只上經銷商網站(B2B)","52.店長推薦","53.簡要說明1","54.簡要說明2","55.簡要說明3","56.網路建議售價","57.建立日期","58.缺貨到貨天數","59.網路最低價","60.相同類別排序為前","61.預定到貨日期","62.網站顯示實際庫存","63.預購日期區間起","64.預購日期區間迄","65.促銷數量","66.促銷品金額","67.促銷敘述","68.B品區數量","69.B品售價","70.B品敘述","71.經銷商特價","72.經銷商特價有效日期區間起","73.經銷商特價有效日期區間訖","74.網路特價","75.網路特價有效日期區間起","76.網路特價有效日期區間訖","77.促銷日期/紅利可調整倍數","78.促銷日期結束然後調回幾倍","79.促銷日期有效日期區間起","80.促銷日期有效日期區間訖","81.POS特價(含稅)","82.POS特價日期起","83.POS特價日期迄","84.進貨預設分倉","85.銷貨預設分倉","86.發票明細名稱","87.溫層代號 0:常溫1:冷藏2:冷凍","88.稅別 1:應稅2:零稅3:免稅","89.單品重量(公斤)","90.單品體積(長)cm","91.單品體積(寬)cm","92.單品體積(高)cm","93.包裝重量(公斤)","94.包裝體積(長)cm","95.包裝體積(寬)cm","96.包裝體積(高)cm","97.成箱重量(公斤)","98.成箱體積(長)cm","99.成箱體積(寬)cm","100.成箱體積(高)cm","101.最低訂購量","102.包裝數量","103.裝箱數量","104.列入批次轉出貨","105.關稅","106.API庫存同步-YAHOO購物中心","107.API庫存同步-YAHOO超級商城","108.API庫存同步-MOMO購物中心","109.API庫存同步-MOMO摩天商城","110.API庫存同步-91APP","111.採購連結","112.新品異動日期(民國年/月/日)","113.允許子件變更","114.商品採購備註","115.類別代碼蝦皮","116.類別代碼露天","117.類別代碼Yahoo拍賣","海關編碼(英數11碼)","內部備註","材質","包裝方式","庫存總數量"
="006306",吉伊卡哇角色夾子(盲袋),,"22","120","110","0","0","0","120",,"0","1","15","0","0","0","1","1","1","1",,="006306",,,,="01","0","22",,"0","0","0","0","0","1","0","0","0","1",,,,,,,"0","0","0","0","0","0","0",,,,"0",,"1","0","10",,"1","","","0","0",,"0","0",,"0",,,"0",,,"0","0",,,"0",,,,,,"0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","1","1","1","0","0","0","0","0","0",,113.06.13,"0",,,,,,,,,"0"
="006307",吉伊卡哇中性筆盲盒,,"16","100","90","0","0","0","100",,"0","1","15","0","0","0","1","1","1","1",,="006307",,,,="11","0","16",,"0","0","0","0","0","1","0","0","0","1",,,,,,,"0","0","0","0","0","0","0",,,,"0",,"1","0","10",,"1","","","0","0",,"0","0",,"0",,,"0",,,"0","0",,,"0",,,,,,"0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","1","1","1","0","0","0","0","0","0",,113.06.13,"0",,,,,,,,,"0"
="006308",卡皮巴拉便條紙,,"20","60","55","0","0","0","60",,"0","1","15","0","0","0","1","1","1","1",,="006308",,,,="01","0","20",,"0","0","0","0","0","1","0","0","0","1",,,,,,,"0","0","0","0","0","0","0",,,,"0",,"1","0","10",,"1","","","0","0",,"0","0",,"0",,,"0",,,"0","0",,,"0",,,,,,"0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","1","1","1","0","0","0","0","0","0",,113.06.13,"0",,,,,,,,,"0"
="006309",廢料,,"0","1590","1540","0","0","0","1590",,"0","1","15","0","0","0","1","1","1","1",,="006309",,,,,"0","0",,"0","0","0","0","0","1","0","0","0","1",,,,,,,"0","0","0","0","0","0","0",,,,"0",,"1","0","10",,"1","","","0","0",,"0","0",,"0",,,"0",,,"0","0",,,"0",,,,,,"0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","1","1","1","0","0","0","0","0","0",,113.06.14,"0",,,,,,,,,"0"
="006310",(C)NS實況野球2024-2025(日),,"1078.6951058201","1590","1540","0","0","0","1590",,"0","1","15","0","0","0","1","1","1","1",,="006310",,,,="03","0","1078.6951058201",,"0","0","0","0","0","1","0","0","0","1",,,,,,,"0","0","0","0","0","0","0",,,,"0",,"1","0","10",,"1","","","0","0",,"0","0",,"0",,,"0",,,"0","0",,,"0",,,,,,"0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","1","1","1","0","0","0","0","0","0",,113.06.14,"0",,,,,,,,,"0"
="006311",廢料,,"1748.88888888889","2190","2140","0","0","0","2190",,"0","1","15","0","0","0","1","1","1","1",,="006311",,,,="23","0","1748.88888888889",,"0","0","0","0","0","1","0","0","0","1",,,,,,,"0","0","0","0","0","0","0",,,,"0",,"1","0","10",,"1","","","0","0",,"0","0",,"0",,,"0",,,"0","0",,,"0",,,,,,"0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","1","1","1","0","0","0","0","0","0",,113.06.14,"0",,,,,,,,,"0"
="006312",(C)兔兔祕密花園(中),,"935","1090","1060","0","0","0","1090",,"0","1","15","0","0","0","1","1","1","1",,="006312",,,,="03","0","935",,"0","0","0","0","0","1","0","0","0","1",,,,,,,"0","0","0","0","0","0","0",,,,"0",,"1","0","10",,"1","","","0","0",,"0","0",,"0",,,"0",,,"0","0",,,"0",,,,,,"0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","1","1","1","0","0","0","0","0","0",,113.06.14,"0",,,,,,,,,"0"
="006313",(C)空戰奇兵7 未知天際(中),,"1039.58358158086","1190","1160","0","0","0","1190",,"0","1","15","0","0","0","1","1","1","1",,="006313",,,,="21","0","1039.58358158086",,"0","0","0","0","0","1","0","0","0","1",,,,,,,"0","0","0","0","0","0","0",,,,"0",,"1","0","10",,"1","","","0","0",,"0","0",,"0",,,"0",,,"0","0",,,"0",,,,,,"0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","1","1","1","0","0","0","0","0","0",,113.06.14,"0",,,,,,,,,"4"
="006314",(盲盒)庫洛米撲克王國,,"220","300","280","0","0","0","300",,"0","1","15","0","0","0","1","1","1","1",,="006314",,,,="24","0","220",,"0","0","0","0","0","1","0","0","0","1",,,,,,,"0","0","0","0","0","0","0",,,,"0",,"1","0","10",,"1","","","0","0",,"0","0",,"0",,,"0",,,"0","0",,,"0",,,,,,"0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","1","1","1","0","0","0","0","0","0",,113.06.14,"0",,,,,,,,,"0"
="006315",(泡泡瑪特)MOLLY料理,,"260","260","260","0","0","0","260",,"0","1","15","0","0","0","1","1","1","1",,="006315",,,,="24","0","260",,"0","0","0","0","0","1","0","0","0","1",,,,,,,"0","0","0","0","0","0","0",,,,"0",,"1","0","10",,"1","","","0","0",,"0","0",,"0",,,"0",,,"0","0",,,"0",,,,,,"0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","1","1","1","0","0","0","0","0","0",,113.06.14,"0",,,,,,,,,"0"
="006316",蠟筆小新下午茶時光絨毛,,"161","250","230","0","0","0","250",,"0","1","15","0","0","0","1","1","1","1",,="006316",,,,="34","0","161",,"0","0","0","0","0","1","0","0","0","1",,,,,,,"0","0","0","0","0","0","0",,,,"0",,"1","0","10",,"1","","","0","0",,"0","0",,"0",,,"0",,,"0","0",,,"0",,,,,,"0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","1","1","1","0","0","0","0","0","0",,113.06.14,"0",,,,,,,,,"0"
="006317",(一番賞)美樂蒂彼安諾(地),,"204.3","9999","9999","0","0","0","310",,"0","1","15","0","0","0","1","1","1","1",,="006317",,,,="32","0","204.3",,"0","0","0","0","0","1","0","0","0","1",,,,,,,"0","0","0","0","0","0","0",,,,"0",,"1","0","10",,"1","","","0","0",,"0","0",,"0",,,"0",,,"0","0",,,"0",,,,,,"0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","1","1","1","0","0","0","0","0","0",,113.06.14,"0",,,,,,,,,"0"
="006318",#PS4 仁王2(中),,"200","1090","1060","0","0","0","1090",,"0","1","15","0","0","0","1","1","1","1",,="006318",,,,="15","0","200",,"0","0","0","0","0","1","0","0","0","1",,,,,,,"0","0","0","0","0","0","0",,,,"0",,"1","0","10",,"1","","","0","0",,"0","0",,"0",,,"0",,,"0","0",,,"0",,,,,,"0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","1","1","1","0","0","0","0","0","0",,113.06.14,"0",,,,,,,,,"2"
="006319",激造系列 歷代哥斯拉?怪獸編 Part.1,,"377","480","460","0","0","0","480",,"0","1","15","0","0","0","1","1","1","1",,="006319",,,,="26","0","377",,"0","0","0","0","0","1","0","0","0","1",,,,,,,"0","0","0","0","0","0","0",,,,"0",,"1","0","10",,"1","","","0","0",,"0","0",,"0",,,"0",,,"0","0",,,"0",,,,,,"0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","1","1","1","0","0","0","0","0","0",,113.06.15,"0",,,,,,,,,"0"
="006320",(一番賞)鬼滅之刃～柱訓練(三店),,"248","9999","9999","0","0","0","330",,"0","1","15","0","0","0","1","1","1","1",,="006320",,,,="26","0","248",,"0","0","0","0","0","1","0","0","0","1",,,,,,,"0","0","0","0","0","0","0",,,,"0",,"1","0","10",,"1","","","0","0",,"0","0",,"0",,,"0",,,"0","0",,,"0",,,,,,"0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","1","1","1","0","0","0","0","0","0",,113.06.15,"0",,,,,,,,,"0"
="006321",(一番賞)福音戰士 使徒、侵蝕(四店),,"225","9999","9999","0","0","0","350",,"0","1","15","0","0","0","1","1","1","1",,="006321",,,,="32","0","225",,"0","0","0","0","0","1","0","0","0","1",,,,,,,"0","0","0","0","0","0","0",,,,"0",,"1","0","10",,"1","","","0","0",,"0","0",,"0",,,"0",,,"0","0",,,"0",,,,,,"0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","1","1","1","0","0","0","0","0","0",,113.06.16,"0",,,,,,,,,"0"
="006322",(二手)貓咪大戰爭(裸卡)#1,,"100","500","450","0","0","0","500",,"0","1","15","0","0","0","1","1","1","1",,="006322",,,,="15","0","100",,"0","0","0","0","0","1","0","0","0","1",,,,,,,"0","0","0","0","0","0","0",,,,"0",,"1","0","10",,"1","","","0","0",,"0","0",,"0",,,"0",,,"0","0",,,"0",,,,,,"0","3","0","0","0","0","0","0","0","0","0","0","0","0","0","1","1","1","0","0","0","0","0","0",,113.06.16,"0",,,,,,,,,"0"
="006323",(二手)NS憤怒之王#1,,"400","700","650","0","0","0","700",,"0","1","15","0","0","0","1","1","1","1",,="006323",,,,="15","0","400",,"0","0","0","0","0","1","0","0","0","1",,,,,,,"0","0","0","0","0","0","0",,,,"0",,"1","0","10",,"1","","","0","0",,"0","0",,"0",,,"0",,,"0","0",,,"0",,,,,,"0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","1","1","1","0","0","0","0","0","0",,113.06.16,"0",,,,,,,,,"0"
="006324",(一番賞)我獨自升級(四店),,"161.02","9999","9999","0","0","0","240",,"0","1","15","0","0","0","1","1","1","1",,="006324",,,,="32","0","161.02",,"0","0","0","0","0","1","0","0","0","1",,,,,,,"0","0","0","0","0","0","0",,,,"0",,"1","0","10",,"1","","","0","0",,"0","0",,"0",,,"0",,,"0","0",,,"0",,,,,,"0","3","0","0","0","0","0","0","0","0","0","0","0","0","0","1","1","1","0","0","0","0","0","0",,113.06.17,"0",,,,,,,,,"0"
="006325",廢料,,"0","0","0","0","0","0","0",,"0","1","15","0","0","0","1","1","1","1",,="006325",,,,,"0","0",,"0","0","0","0","0","1","0","0","0","1",,,,,,,"0","0","0","0","0","0","0",,,,"0",,"1","0","10",,"1","","","0","0",,"0","0",,"0",,,"0",,,"0","0",,,"0",,,,,,"0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","1","1","1","0","0","0","0","0","0",,113.06.18,"0",,,,,,,,,"0"
="006326",犬夜叉毛絨盲盒,,"164.411764705881","270","250","0","0","0","270",,"0","1","15","0","0","0","1","1","1","1",,="006326",,,,="34","0","164.411764705881",,"0","0","0","0","0","1","0","0","0","1",,,,,,,"0","0","0","0","0","0","0",,,,"0",,"1","0","10",,"1","","","0","0",,"0","0",,"0",,,"0",,,"0","0",,,"0",,,,,,"0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","1","1","1","0","0","0","0","0","0",,113.06.18,"0",,,,,,,,,"0"
="006327",Emma午夜集市,,"235","280","275","0","0","0","280",,"0","1","15","0","0","0","1","1","1","1",,="006327",,,,="24","0","235",,"0","0","0","0","0","1","0","0","0","1",,,,,,,"0","0","0","0","0","0","0",,,,"0",,"1","0","10",,"1","","","0","0",,"0","0",,"0",,,"0",,,"0","0",,,"0",,,,,,"0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","1","1","1","0","0","0","0","0","0",,113.06.18,"0",,,,,,,,,"0"
="006328",庫洛米休閒零食微盒,,"120","150","145","0","0","0","150",,"0","1","15","0","0","0","1","1","1","1",,="006328",,,,="24","0","120",,"0","0","0","0","0","1","0","0","0","1",,,,,,,"0","0","0","0","0","0","0",,,,"0",,"1","0","10",,"1","","","0","0",,"0","0",,"0",,,"0",,,"0","0",,,"0",,,,,,"0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","1","1","1","0","0","0","0","0","0",,113.06.18,"0",,,,,,,,,"0"
="006329",寶可夢古城的遺跡,,"210","260","255","0","0","0","260",,"0","1","15","0","0","0","1","1","1","1",,="006329",,,,="26","0","210",,"0","0","0","0","0","1","0","0","0","1",,,,,,,"0","0","0","0","0","0","0",,,,"0",,"1","0","10",,"1","","","0","0",,"0","0",,"0",,,"0",,,"0","0",,,"0",,,,,,"0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","1","1","1","0","0","0","0","0","0",,113.06.18,"0",,,,,,,,,"0"
="006330",蠟筆小新-OK繃,,"28","120","110","0","0","0","120",,"0","1","15","0","0","0","1","1","1","1",,="006330",,,,="01","0","28",,"0","0","0","0","0","1","0","0","0","1",,,,,,,"0","0","0","0","0","0","0",,,,"0",,"1","0","10",,"1","","","0","0",,"0","0",,"0",,,"0",,,"0","0",,,"0",,,,,,"0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","1","1","1","0","0","0","0","0","0",,113.06.18,"0",,,,,,,,,"0"
="006331",蠟筆小新-壓克力掛件盲盒,,"33","80","75","0","0","0","80",,"0","1","15","0","0","0","1","1","1","1",,="006331",,,,="01","0","33",,"0","0","0","0","0","1","0","0","0","1",,,,,,,"0","0","0","0","0","0","0",,,,"0",,"1","0","10",,"1","","","0","0",,"0","0",,"0",,,"0",,,"0","0",,,"0",,,,,,"0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","1","1","1","0","0","0","0","0","0",,113.06.18,"0",,,,,,,,,"0"
="006332",蠟筆小新-貼紙掛件組合驚喜袋,,"25","100","95","0","0","0","100",,"0","1","15","0","0","0","1","1","1","1",,="006332",,,,="01","0","25",,"0","0","0","0","0","1","0","0","0","1",,,,,,,"0","0","0","0","0","0","0",,,,"0",,"1","0","10",,"1","","","0","0",,"0","0",,"0",,,"0",,,"0","0",,,"0",,,,,,"0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","1","1","1","0","0","0","0","0","0",,113.06.18,"0",,,,,,,,,"0"
="006333",蠟筆小新-(藍)鬧鐘,,"88","250","230","0","0","0","250",,"0","1","15","0","0","0","1","1","1","1",,="006333",,,,="01","0","88",,"0","0","0","0","0","1","0","0","0","1",,,,,,,"0","0","0","0","0","0","0",,,,"0",,"1","0","10",,"1","","","0","0",,"0","0",,"0",,,"0",,,"0","0",,,"0",,,,,,"0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","1","1","1","0","0","0","0","0","0",,113.06.18,"0",,,,,,,,,"0"
="006334",蠟筆小新-(粉)零錢包,,"58","200","190","0","0","0","200",,"0","1","15","0","0","0","1","1","1","1",,="006334",,,,="01","0","58",,"0","0","0","0","0","1","0","0","0","1",,,,,,,"0","0","0","0","0","0","0",,,,"0",,"1","0","10",,"1","","","0","0",,"0","0",,"0",,,"0",,,"0","0",,,"0",,,,,,"0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","1","1","1","0","0","0","0","0","0",,113.06.18,"0",,,,,,,,,"0"
="006335",蠟筆小新-橡皮抽抽樂,,"16","40","35","0","0","0","40",,"0","1","15","0","0","0","1","1","1","1",,="006335",,,,="01","0","16",,"0","0","0","0","0","1","0","0","0","1",,,,,,,"0","0","0","0","0","0","0",,,,"0",,"1","0","10",,"1","","","0","0",,"0","0",,"0",,,"0",,,"0","0",,,"0",,,,,,"0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","1","1","1","0","0","0","0","0","0",,113.06.18,"0",,,,,,,,,"0"
="006336",蠟筆小新-(綠)迷你方形磁扣本,,"49","150","140","0","0","0","150",,"0","1","15","0","0","0","1","1","1","1",,="006336",,,,="01","0","49",,"0","0","0","0","0","1","0","0","0","1",,,,,,,"0","0","0","0","0","0","0",,,,"0",,"1","0","10",,"1","","","0","0",,"0","0",,"0",,,"0",,,"0","0",,,"0",,,,,,"0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","1","1","1","0","0","0","0","0","0",,113.06.18,"0",,,,,,,,,"0"
="006337",蠟筆小新-動感超人按動中性筆,,"27","100","90","0","0","0","100",,"0","1","15","0","0","0","1","1","1","1",,="006337",,,,="01","0","27",,"0","0","0","0","0","1","0","0","0","1",,,,,,,"0","0","0","0","0","0","0",,,,"0",,"1","0","10",,"1","","","0","0",,"0","0",,"0",,,"0",,,"0","0",,,"0",,,,,,"0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","1","1","1","0","0","0","0","0","0",,113.06.18,"0",,,,,,,,,"0"
="006338",蠟筆小新-PP夾驚喜盒,,"26","100","90","0","0","0","100",,"0","1","15","0","0","0","1","1","1","1",,="006338",,,,="01","0","26",,"0","0","0","0","0","1","0","0","0","1",,,,,,,"0","0","0","0","0","0","0",,,,"0",,"1","0","10",,"1","","","0","0",,"0","0",,"0",,,"0",,,"0","0",,,"0",,,,,,"0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","1","1","1","0","0","0","0","0","0",,113.06.18,"0",,,,,,,,,"0"
="006339",蠟筆小新-(綠)方折疊小鏡子,,"46","100","90","0","0","0","100",,"0","1","15","0","0","0","1","1","1","1",,="006339",,,,="01","0","46",,"0","0","0","0","0","1","0","0","0","1",,,,,,,"0","0","0","0","0","0","0",,,,"0",,"1","0","10",,"1","","","0","0",,"0","0",,"0",,,"0",,,"0","0",,,"0",,,,,,"0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","1","1","1","0","0","0","0","0","0",,113.06.18,"0",,,,,,,,,"0"
="006340",(日版)吉伊卡哇筆蓋組(粉),,"31","69","62","0","0","0","69",,"0","1","15","0","0","0","1","1","1","1",,="006340",,,,="32","0","31",,"0","0","0","0","0","1","0","0","0","1",,,,,,,"0","0","0","0","0","0","0",,,,"0",,"1","0","10",,"1","","","0","0",,"0","0",,"0",,,"0",,,"0","0",,,"0",,,,,,"0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","1","1","1","0","0","0","0","0","0",,113.06.18,"0",,,,,,,,,"0"
="006341",(日版)卡比壓克力吊飾(卡比棒棒糖),,"121","180","162","0","0","0","180",,"0","1","15","0","0","0","1","1","1","1",,="006341",,,,="32","0","121",,"0","0","0","0","0","1","0","0","0","1",,,,,,,"0","0","0","0","0","0","0",,,,"0",,"1","0","10",,"1","","","0","0",,"0","0",,"0",,,"0",,,"0","0",,,"0",,,,,,"0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","1","1","1","0","0","0","0","0","0",,113.06.18,"0",,,,,,,,,"0"
="006342",(日版)吉伊卡哇眼罩盲盒,,"139","170","165","0","0","0","170",,"0","1","15","0","0","0","1","1","1","1",,="006342",,,,="32","0","139",,"0","0","0","0","0","1","0","0","0","1",,,,,,,"0","0","0","0","0","0","0",,,,"0",,"1","0","10",,"1","","","0","0",,"0","0",,"0",,,"0",,,"0","0",,,"0",,,,,,"0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","1","1","1","0","0","0","0","0","0",,113.06.18,"0",,,,,,,,,"0"
="006343",(動漫週邊)(日版)裝飾貼紙2 懷玉．玉折-咒術迴戰,,"43","49","49","0","0","0","49",,"0","1","15","0","0","0","1","1","1","1",,="006343",,,,="32","0","43",,"0","0","0","0","0","1","0","0","0","1",,,,,,,"0","0","0","0","0","0","0",,,,"0",,"1","0","10",,"1","","","0","0",,"0","0",,"0",,,"0",,,"0","0",,,"0",,,,,,"0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","1","1","1","0","0","0","0","0","0",,113.06.18,"0",,,,,,,,,"0"
="006344",(動漫週邊)(日版)Clear Card3-懷玉．玉折-咒術迴戰,,"56","79","74","0","0","0","79",,"0","1","15","0","0","0","1","1","1","1",,="006344",,,,="32","0","56",,"0","0","0","0","0","1","0","0","0","1",,,,,,,"0","0","0","0","0","0","0",,,,"0",,"1","0","10",,"1","","","0","0",,"0","0",,"0",,,"0",,,"0","0",,,"0",,,,,,"0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","1","1","1","0","0","0","0","0","0",,113.06.18,"0",,,,,,,,,"0"
="006345",(動漫週邊)(日版)藝術卡Collection-咒術迴戰,,"139","200","190","0","0","0","200",,"0","1","15","0","0","0","1","1","1","1",,="006345",,,,="32","0","139",,"0","0","0","0","0","1","0","0","0","1",,,,,,,"0","0","0","0","0","0","0",,,,"0",,"1","0","10",,"1","","","0","0",,"0","0",,"0",,,"0",,,"0","0",,,"0",,,,,,"0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","1","1","1","0","0","0","0","0","0",,113.06.18,"0",,,,,,,,,"0"
="006346",#PowerA(大)皮卡丘花園-無線手把,,"1391.5114583333","1790","1740","0","0","0","1790",,"0","1","15","0","0","0","1","1","1","1",,="006346",,,,="27","0","1391.5114583333",,"0","0","0","0","0","1","0","0","0","1",,,,,,,"0","0","0","0","0","0","0",,,,"0",,"1","0","10",,"1","","","0","0",,"0","0",,"0",,,"0",,,"0","0",,,"0",,,,,,"0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","1","1","1","0","0","0","0","0","0",,113.06.19,"0",,,,,,,,,"0"
="006347",#PowerA(小)Nano皮卡丘花園-無線手把,,"1276.184375","1790","1740","0","0","0","1790",,"0","1","15","0","0","0","1","1","1","1",,="006347",,,,="27","0","1276.184375",,"0","0","0","0","0","1","0","0","0","1",,,,,,,"0","0","0","0","0","0","0",,,,"0",,"1","0","10",,"1","","","0","0",,"0","0",,"0",,,"0",,,"0","0",,,"0",,,,,,"0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","1","1","1","0","0","0","0","0","0",,113.06.19,"0",,,,,,,,,"0"
="006348",廢料,,"1070","1390","1290","0","0","0","1390",,"0","1","15","0","0","0","1","1","1","1",,="006348",,,,="27","0","1070",,"0","0","0","0","0","1","0","0","0","1",,,,,,,"0","0","0","0","0","0","0",,,,"0",,"1","0","10",,"1","","","0","0",,"0","0",,"0",,,"0",,,"0","0",,,"0",,,,,,"0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","1","1","1","0","0","0","0","0","0",,113.06.19,"0",,,,,,,,,"0"
="006349",#PowerA 皮卡丘限量款025無線手把,,"1280","1790","1740","0","0","0","1790",,"0","1","15","0","0","0","1","1","1","1",,="006349",,,,="27","0","1280",,"0","0","0","0","0","1","0","0","0","1",,,,,,,"0","0","0","0","0","0","0",,,,"0",,"1","0","10",,"1","","","0","0",,"0","0",,"0",,,"0",,,"0","0",,,"0",,,,,,"0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","1","1","1","0","0","0","0","0","0",,113.06.19,"0",,,,,,,,,"0"
="006350",廢料,,"0","1290","1240","0","0","0","1290",,"0","1","15","0","0","0","1","1","1","1",,="006350",,,,="27","0","0",,"0","0","0","0","0","1","0","0","0","1",,,,,,,"0","0","0","0","0","0","0",,,,"0",,"1","0","10",,"1","","","0","0",,"0","0",,"0",,,"0",,,"0","0",,,"0",,,,,,"0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","1","1","1","0","0","0","0","0","0",,113.06.19,"0",,,,,,,,,"0"
="006351",蠟筆小新-(紅)鬧鐘,,"88","250","230","0","0","0","250",,"0","1","15","0","0","0","1","1","1","1",,="006351",,,,="01","0","88",,"0","0","0","0","0","1","0","0","0","1",,,,,,,"0","0","0","0","0","0","0",,,,"0",,"1","0","10",,"1","","","0","0",,"0","0",,"0",,,"0",,,"0","0",,,"0",,,,,,"0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","1","1","1","0","0","0","0","0","0",,113.06.19,"0",,,,,,,,,"0"
="006352",蠟筆小新-(綠)鬧鐘,,"88","250","230","0","0","0","250",,"0","1","15","0","0","0","1","1","1","1",,="006352",,,,="01","0","88",,"0","0","0","0","0","1","0","0","0","1",,,,,,,"0","0","0","0","0","0","0",,,,"0",,"1","0","10",,"1","","","0","0",,"0","0",,"0",,,"0",,,"0","0",,,"0",,,,,,"0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","1","1","1","0","0","0","0","0","0",,113.06.19,"0",,,,,,,,,"0"
="006353",蠟筆小新-(水藍)鬧鐘,,"88","250","230","0","0","0","250",,"0","1","15","0","0","0","1","1","1","1",,="006353",,,,="01","0","88",,"0","0","0","0","0","1","0","0","0","1",,,,,,,"0","0","0","0","0","0","0",,,,"0",,"1","0","10",,"1","","","0","0",,"0","0",,"0",,,"0",,,"0","0",,,"0",,,,,,"0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","1","1","1","0","0","0","0","0","0",,113.06.19,"0",,,,,,,,,"0"
="006354",蠟筆小新-(粉)方折疊小鏡子,,"46","100","90","0","0","0","100",,"0","1","15","0","0","0","1","1","1","1",,="006354",,,,="01","0","46",,"0","0","0","0","0","1","0","0","0","1",,,,,,,"0","0","0","0","0","0","0",,,,"0",,"1","0","10",,"1","","","0","0",,"0","0",,"0",,,"0",,,"0","0",,,"0",,,,,,"0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","1","1","1","0","0","0","0","0","0",,113.06.19,"0",,,,,,,,,"0"
="006355",蠟筆小新-(水藍)方折疊小鏡子,,"46","100","90","0","0","0","100",,"0","1","15","0","0","0","1","1","1","1",,="006355",,,,="01","0","46",,"0","0","0","0","0","1","0","0","0","1",,,,,,,"0","0","0","0","0","0","0",,,,"0",,"1","0","10",,"1","","","0","0",,"0","0",,"0",,,"0",,,"0","0",,,"0",,,,,,"0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","1","1","1","0","0","0","0","0","0",,113.06.19,"0",,,,,,,,,"0"
="006356",蠟筆小新-(藍)迷你方形磁扣本,,"49","150","140","0","0","0","150",,"0","1","15","0","0","0","1","1","1","1",,="006356",,,,="01","0","49",,"0","0","0","0","0","1","0","0","0","1",,,,,,,"0","0","0","0","0","0","0",,,,"0",,"1","0","10",,"1","","","0","0",,"0","0",,"0",,,"0",,,"0","0",,,"0",,,,,,"0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","1","1","1","0","0","0","0","0","0",,113.06.19,"0",,,,,,,,,"0"
